source,model,point,block,name,description,longdescription,dtype,unit,category,meanings,labels
ss40k_inverter,40101,pGridExpTot,fixed,pGridExpTot,Power exported to grid,Total real power exported to the grid from PV and battery discharge. Data code: 40101.pGridExpTot,uint32,W,Grid,,Level of Detail: Standard; Level of Detail: Complete; Level of Detail: Extended; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,qGridTot,fixed,qGridTot,Grid reactive power,Total reactive power at the point of common coupling for the grid connection. Data code: 40101.qGridTot,int32,Var,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,sGridTot,fixed,sGridTot,Grid apparent power,Total apparent power at the grid connection point. Data code: 40101.sGridTot,uint32,VA,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,pfGridTot,fixed,pfGridTot,Grid power factor,Overall power factor measured at the grid connection point. Data code: 40101.pfGridTot,int16,N/A,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings
ss40k_inverter,40101,iGridTot,fixed,iGridTot,Grid current,Sum of RMS currents across active grid phases at the metering point. Data code: 40101.iGridTot,int32,A,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Current
ss40k_inverter,40101,vGridLL,fixed,vGridLL,Grid Voltage,Line-to-line voltage measured at the grid connection. Data code: 40101.vGridLL,uint16,V,Grid,,Level of Detail: Standard; Level of Detail: Complete; Level of Detail: Extended; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Volt
ss40k_inverter,40101,vGridLN,fixed,vGridLN,Grid Voltage L-N,Line-to-neutral voltage measured at the grid connection. Data code: 40101.vGridLN,uint16,V,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Volt
ss40k_inverter,40101,fGrid,fixed,fGrid,Grid frequency,Measured utility frequency at the point of interconnection. Data code: 40101.fGrid,uint16,Hz,Grid,,Level of Detail: Complete; Level of Detail: Extended; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Freq
ss40k_inverter,40101,pGridL1,fixed,pGridL1,Grid active power L1,Real power on grid phase L1 (import/export sign per implementation). Data code: 40101.pGridL1,int32,W,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,qGridL1,fixed,qGridL1,Grid reactive power L1,Reactive power on grid phase L1. Data code: 40101.qGridL1,int32,Var,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,sGridL1,fixed,sGridL1,Grid apparent power L1,Apparent power on grid phase L1. Data code: 40101.sGridL1,uint32,VA,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,pfGridL1,fixed,pfGridL1,Grid power factor L1,Power factor on grid phase L1 (unitless). Data code: 40101.pfGridL1,int16,N/A,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings
ss40k_inverter,40101,iGridL1,fixed,iGridL1,Grid current L1,RMS current on grid phase L1. Data code: 40101.iGridL1,int32,A,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Current
ss40k_inverter,40101,vGridL12,fixed,vGridL12,Grid voltage L1-L2,Line-to-line voltage between grid phases L1 and L2. Data code: 40101.vGridL12,uint16,V,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Volt
ss40k_inverter,40101,vGridL1N,fixed,vGridL1N,Grid voltage L1-N,Line-to-neutral voltage on grid phase L1. Data code: 40101.vGridL1N,uint16,V,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Volt
ss40k_inverter,40101,pGridL2,fixed,pGridL2,Grid active power L2,Real power on grid phase L2. Data code: 40101.pGridL2,int32,W,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,qGridL2,fixed,qGridL2,Grid reactive power L2,Reactive power on grid phase L2. Data code: 40101.qGridL2,int32,Var,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,sGridL2,fixed,sGridL2,Grid apparent power L2,Apparent power on grid phase L2. Data code: 40101.sGridL2,uint32,VA,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,pfGridL2,fixed,pfGridL2,Grid power factor L2,Power factor on grid phase L2 (unitless). Data code: 40101.pfGridL2,int16,N/A,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings
ss40k_inverter,40101,iGridL2,fixed,iGridL2,Grid current L2,RMS current on grid phase L2. Data code: 40101.iGridL2,int32,A,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Current
ss40k_inverter,40101,vGridL23,fixed,vGridL23,Grid voltage L2-L3,Line-to-line voltage between grid phases L2 and L3. Data code: 40101.vGridL23,uint16,V,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Volt
ss40k_inverter,40101,vGridL2N,fixed,vGridL2N,Grid voltage L2-N,Line-to-neutral voltage on grid phase L2. Data code: 40101.vGridL2N,uint16,V,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Volt
ss40k_inverter,40101,pGridL3,fixed,pGridL3,Grid active power L3,Real power on grid phase L3. Data code: 40101.pGridL3,int32,W,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,qGridL3,fixed,qGridL3,Grid reactive power L3,Reactive power on grid phase L3. Data code: 40101.qGridL3,int32,Var,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,sGridL3,fixed,sGridL3,Grid apparent power L3,Apparent power on grid phase L3. Data code: 40101.sGridL3,uint32,VA,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,pfGridL3,fixed,pfGridL3,Grid power factor L3,Power factor on grid phase L3 (unitless). Data code: 40101.pfGridL3,int16,N/A,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings
ss40k_inverter,40101,iGridL3,fixed,iGridL3,Grid current L3,RMS current on grid phase L3. Data code: 40101.iGridL3,int32,A,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Current
ss40k_inverter,40101,vGridL31,fixed,vGridL31,Grid voltage L3-L1,Line-to-line voltage between grid phases L3 and L1. Data code: 40101.vGridL31,uint16,V,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Volt
ss40k_inverter,40101,vGridL3N,fixed,vGridL3N,Grid voltage L3-N,Line-to-neutral voltage on grid phase L3. Data code: 40101.vGridL3N,uint16,V,Grid,,Level of Detail: Complete; Equipment: Inverter; Component: Grid; Type of Data: Readings; Unit: Volt
ss40k_inverter,40101,reserved6,fixed,reserved6,Reserved,Reserved register. No current function. Data code: 40101.reserved6,string,N/A,Grid,,
ss40k_inverter,40101,bkupRelayStat,fixed,bkupRelayStat,Backup relay status,Indicates whether the backup/output isolation relay is open or closed. Data code: 40101.bkupRelayStat,enum16,N/A,Backup,"{0: 'Open(Off)', 1: 'Close(On)'}",Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Type of Data: Status
ss40k_inverter,40101,pBkupTot,fixed,pBkupTot,Backup active power,Total real power delivered to backup loads/output. Data code: 40101.pBkupTot,uint32,W,Backup,,Level of Detail: Standard; Level of Detail: Complete; Level of Detail: Extended; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,qBkupTot,fixed,qBkupTot,Backup reactive power,Total reactive power on the backup output. Data code: 40101.qBkupTot,int32,Var,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,sBkupTot,fixed,sBkupTot,Backup apparent power,Total apparent power on the backup output. Data code: 40101.sBkupTot,uint32,VA,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,pfBkupTot,fixed,pfBkupTot,Backup power factor,Overall power factor measured on the backup output. Data code: 40101.pfBkupTot,int16,N/A,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings
ss40k_inverter,40101,iBkupTot,fixed,iBkupTot,Backup current,Sum of RMS currents across backup phases. Data code: 40101.iBkupTot,uint32,A,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Current
ss40k_inverter,40101,vBkupLL,fixed,vBkupLL,Voltage backup LL,Line-to-line voltage measured on the backup output. Data code: 40101.vBkupLL,uint16,V,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Volt
ss40k_inverter,40101,vBkupLN,fixed,vBkupLN,Voltage backup LN,Line-to-neutral voltage measured on the backup output. Data code: 40101.vBkupLN,uint16,V,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Volt
ss40k_inverter,40101,fBkup,fixed,fBkup,Backup frequency,Measured frequency on the backup output when islanded or supported. Data code: 40101.fBkup,uint16,Hz,Backup,,Level of Detail: Complete; Level of Detail: Extended; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Freq
ss40k_inverter,40101,pBkupL1,fixed,pBkupL1,Backup active power L1,Real power on backup phase L1. Data code: 40101.pBkupL1,uint32,W,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,qBkupL1,fixed,qBkupL1,Backup reactive power L1,Reactive power on backup phase L1. Data code: 40101.qBkupL1,int32,Var,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,sBkupL1,fixed,sBkupL1,Backup apparent power L1,Apparent power on backup phase L1. Data code: 40101.sBkupL1,uint32,VA,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,pfBkupL1,fixed,pfBkupL1,Backup power factor L1,Power factor on backup phase L1 (unitless). Data code: 40101.pfBkupL1,int16,N/A,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings
ss40k_inverter,40101,iBkupL1,fixed,iBkupL1,Backup current L1,RMS current on backup phase L1. Data code: 40101.iBkupL1,uint32,A,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Current
ss40k_inverter,40101,vBkupL12,fixed,vBkupL12,Backup voltage L1-L2,Line-to-line voltage between backup phases L1 and L2. Data code: 40101.vBkupL12,uint16,V,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Volt
ss40k_inverter,40101,vBkupL1N,fixed,vBkupL1N,Backup voltage L1-N,Line-to-neutral voltage on backup phase L1. Data code: 40101.vBkupL1N,uint16,V,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Volt
ss40k_inverter,40101,pBkupL2,fixed,pBkupL2,Backup active power L2,Real power on backup phase L2. Data code: 40101.pBkupL2,uint32,W,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,qBkupL2,fixed,qBkupL2,Backup reactive power L2,Reactive power on backup phase L2. Data code: 40101.qBkupL2,int32,Var,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,sBkupL2,fixed,sBkupL2,Backup apparent power L2,Apparent power on backup phase L2. Data code: 40101.sBkupL2,uint32,VA,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,pfBkupL2,fixed,pfBkupL2,Backup power factor L2,Power factor on backup phase L2 (unitless). Data code: 40101.pfBkupL2,int16,N/A,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings
ss40k_inverter,40101,iBkupL2,fixed,iBkupL2,Backup current L2,RMS current on backup phase L2. Data code: 40101.iBkupL2,uint32,A,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Current
ss40k_inverter,40101,vBkupL23,fixed,vBkupL23,Backup voltage L2-L3,Line-to-line voltage between backup phases L2 and L3. Data code: 40101.vBkupL23,uint16,V,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Volt
ss40k_inverter,40101,vBkupL2N,fixed,vBkupL2N,Backup voltage L2-N,Line-to-neutral voltage on backup phase L2. Data code: 40101.vBkupL2N,uint16,V,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Volt
ss40k_inverter,40101,pBkupL3,fixed,pBkupL3,Backup active power L3,Real power on backup phase L3. Data code: 40101.pBkupL3,uint32,W,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,qBkupL3,fixed,qBkupL3,Backup reactive power L3,Reactive power on backup phase L3. Data code: 40101.qBkupL3,int32,Var,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Power
ss40k_inverter,40101,sBkupL3,fixed,sBkupL3,Backup apparent power L3,Apparent power on backup phase L3. Data code: 40101.sBkupL3,uint32,VA,Backup,,Level of Detail: Complete; Equipment: Inverter; Component: Backup Power; Type of Data: Readings; Unit: Power
